Timestamp,SystemCodeNumber,Latitude,Longitude,Capacity,Occupancy,QueueLength,TrafficLevel,VehicleWeight,IsSpecialDay,OccupancyRate
2016-12-12 11:55:00,BHMBCCTHL01,26.14449459,91.73620513,387,395,5,0,0.5,0,1.021
2016-12-12 12:29:00,BHMBCCTHL01,26.14449459,91.73620513,387,395,8,2,1.0,0,1.021
2016-12-12 12:56:00,BHMBCCTHL01,26.14449459,91.73620513,387,397,8,2,1.0,0,1.026
2016-12-12 13:29:00,BHMBCCTHL01,26.14449459,91.73620513,387,398,8,2,1.0,0,1.028
2016-12-12 14:02:00,BHMBCCTHL01,26.14449459,91.73620513,387,394,4,0,1.0,0,1.018
2016-12-12 14:29:00,BHMBCCTHL01,26.14449459,91.73620513,387,402,4,0,1.0,0,1.039
2016-12-12 14:55:00,BHMBCCTHL01,26.14449459,91.73620513,387,394,4,0,1.0,0,1.018
2016-12-12 15:29:00,BHMBCCTHL01,26.14449459,91.73620513,387,393,2,0,1.0,0,1.016
2016-12-12 15:56:00,BHMBCCTHL01,26.14449459,91.73620513,387,373,3,0,1.0,0,0.964
2016-12-12 16:29:00,BHMBCCTHL01,26.14449459,91.73620513,387,350,2,0,1.0,0,0.904
2016-04-10 07:59:00,BHMEURBRD01,26.14901995,91.7395035,470,117,2,0,1.0,0,0.249
2016-04-10 08:25:00,BHMEURBRD01,26.14901995,91.7395035,470,174,1,0,0.5,0,0.37
2016-04-10 08:59:00,BHMEURBRD01,26.14901995,91.7395035,470,269,2,0,1.5,0,0.572
2016-04-10 09:32:00,BHMEURBRD01,26.14901995,91.7395035,470,351,3,0,1.0,0,0.747
2016-04-10 09:59:00,BHMEURBRD01,26.14901995,91.7395035,470,397,2,0,0.5,0,0.845
2016-04-10 10:26:00,BHMEURBRD01,26.14901995,91.7395035,470,430,3,0,1.0,0,0.915
2016-04-10 10:59:00,BHMEURBRD01,26.14901995,91.7395035,470,458,6,2,1.0,0,0.974
2016-04-10 11:25:00,BHMEURBRD01,26.14901995,91.7395035,470,464,5,0,1.0,0,0.987
2016-04-10 11:59:00,BHMEURBRD01,26.14901995,91.7395035,470,460,5,0,0.5,0,0.979
2016-04-10 12:29:00,BHMEURBRD01,26.14901995,91.7395035,470,464,8,2,1.0,0,0.987
2016-04-10 13:02:00,BHMEURBRD01,26.14901995,91.7395035,470,458,8,2,1.0,0,0.974
2016-04-10 13:29:00,BHMEURBRD01,26.14901995,91.7395035,470,450,8,2,1.0,0,0.957
2016-04-10 14:02:00,BHMEURBRD01,26.14901995,91.7395035,470,446,4,0,1.0,0,0.949
2016-04-10 14:29:00,BHMEURBRD01,26.14901995,91.7395035,470,433,4,0,0.5,0,0.921
2016-04-10 14:57:00,BHMEURBRD01,26.14901995,91.7395035,470,426,4,0,1.0,0,0.906
2016-04-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,411,3,0,1.0,0,0.874
2016-04-10 16:04:00,BHMEURBRD01,26.14901995,91.7395035,470,376,3,0,0.5,0,0.8
2016-04-10 16:31:00,BHMEURBRD01,26.14901995,91.7395035,470,325,2,0,1.0,0,0.691
2016-05-10 07:57:00,BHMEURBRD01,26.14901995,91.7395035,470,127,1,0,1.0,0,0.27
2016-05-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,201,2,0,1.5,0,0.428
2016-05-10 09:04:00,BHMEURBRD01,26.14901995,91.7395035,470,283,2,0,1.0,0,0.602
2016-05-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,347,2,0,1.0,0,0.738
2016-05-10 10:04:00,BHMEURBRD01,26.14901995,91.7395035,470,383,3,0,0.5,0,0.815
2016-05-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,404,4,0,0.5,0,0.86
2016-05-10 11:04:00,BHMEURBRD01,26.14901995,91.7395035,470,420,5,0,1.0,0,0.894
2016-05-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,429,8,2,1.0,0,0.913
2016-05-10 12:04:00,BHMEURBRD01,26.14901995,91.7395035,470,447,8,2,1.0,0,0.951
2016-05-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,450,9,2,1.0,0,0.957
2016-05-10 12:57:00,BHMEURBRD01,26.14901995,91.7395035,470,451,8,2,0.5,0,0.96
2016-05-10 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,454,8,2,1.0,0,0.966
2016-05-10 13:57:00,BHMEURBRD01,26.14901995,91.7395035,470,455,5,0,1.0,0,0.968
2016-05-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,447,4,0,1.0,0,0.951
2016-05-10 14:57:00,BHMEURBRD01,26.14901995,91.7395035,470,435,4,0,0.5,0,0.926
2016-05-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,403,3,0,1.5,0,0.857
2016-05-10 16:04:00,BHMEURBRD01,26.14901995,91.7395035,470,374,2,0,1.0,0,0.796
2016-05-10 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,335,2,0,0.5,0,0.713
2016-06-10 07:57:00,BHMEURBRD01,26.14901995,91.7395035,470,128,1,0,1.0,0,0.272
2016-06-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,199,1,0,0.5,0,0.423
2016-06-10 08:57:00,BHMEURBRD01,26.14901995,91.7395035,470,284,2,0,1.0,0,0.604
2016-06-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,337,2,0,1.0,0,0.717
2016-06-10 10:03:00,BHMEURBRD01,26.14901995,91.7395035,470,388,3,0,1.0,0,0.826
2016-06-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,424,4,0,1.0,0,0.902
2016-06-10 10:57:00,BHMEURBRD01,26.14901995,91.7395035,470,441,4,0,1.5,0,0.938
2016-06-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,450,7,2,1.5,0,0.957
2016-06-10 12:04:00,BHMEURBRD01,26.14901995,91.7395035,470,460,8,2,1.0,0,0.979
2016-06-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,465,8,2,1.0,0,0.989
2016-06-10 12:57:00,BHMEURBRD01,26.14901995,91.7395035,470,459,8,2,1.5,0,0.977
2016-06-10 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,460,8,2,0.5,0,0.979
2016-06-10 13:57:00,BHMEURBRD01,26.14901995,91.7395035,470,455,5,0,1.0,0,0.968
2016-06-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,438,4,0,1.0,0,0.932
2016-06-10 15:04:00,BHMEURBRD01,26.14901995,91.7395035,470,429,2,0,1.0,0,0.913
2016-06-10 15:31:00,BHMEURBRD01,26.14901995,91.7395035,470,403,2,0,1.0,0,0.857
2016-06-10 16:04:00,BHMEURBRD01,26.14901995,91.7395035,470,393,2,0,1.0,0,0.836
2016-06-10 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,347,1,0,0.5,0,0.738
2016-07-10 08:03:00,BHMEURBRD01,26.14901995,91.7395035,470,121,2,0,1.0,0,0.257
2016-07-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,189,2,0,1.0,0,0.402
2016-07-10 09:04:00,BHMEURBRD01,26.14901995,91.7395035,470,263,3,0,1.0,0,0.56
2016-07-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,294,2,0,1.0,0,0.626
2016-07-10 09:57:00,BHMEURBRD01,26.14901995,91.7395035,470,322,2,0,0.5,0,0.685
2016-07-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,339,4,0,1.0,0,0.721
2016-07-10 10:57:00,BHMEURBRD01,26.14901995,91.7395035,470,351,4,0,1.0,0,0.747
2016-07-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,354,5,0,1.0,0,0.753
2016-07-10 12:03:00,BHMEURBRD01,26.14901995,91.7395035,470,363,8,2,1.0,0,0.772
2016-07-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,362,7,2,1.0,0,0.77
2016-07-10 13:04:00,BHMEURBRD01,26.14901995,91.7395035,470,360,5,0,1.0,0,0.766
2016-07-10 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,363,7,2,0.5,0,0.772
2016-07-10 14:03:00,BHMEURBRD01,26.14901995,91.7395035,470,367,5,2,1.0,0,0.781
2016-07-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,352,4,0,1.0,0,0.749
2016-07-10 15:04:00,BHMEURBRD01,26.14901995,91.7395035,470,347,2,0,0.5,0,0.738
2016-07-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,333,2,0,1.0,0,0.709
2016-07-10 15:57:00,BHMEURBRD01,26.14901995,91.7395035,470,324,2,0,1.0,0,0.689
2016-07-10 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,298,2,0,1.0,0,0.634
2016-08-10 07:57:00,BHMEURBRD01,26.14901995,91.7395035,470,52,2,0,1.5,0,0.111
2016-08-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,54,1,0,1.0,0,0.115
2016-08-10 08:57:00,BHMEURBRD01,26.14901995,91.7395035,470,61,2,0,1.5,0,0.13
2016-08-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,60,2,0,1.0,0,0.128
2016-08-10 10:04:00,BHMEURBRD01,26.14901995,91.7395035,470,63,2,0,0.5,0,0.134
2016-08-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,76,3,0,1.0,0,0.162
2016-08-10 10:57:00,BHMEURBRD01,26.14901995,91.7395035,470,88,4,0,1.0,0,0.187
2016-08-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,97,4,0,1.0,0,0.206
2016-08-10 12:04:00,BHMEURBRD01,26.14901995,91.7395035,470,103,6,2,1.0,0,0.219
2016-08-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,102,6,2,1.0,0,0.217
2016-08-10 13:04:00,BHMEURBRD01,26.14901995,91.7395035,470,116,6,2,0.5,0,0.247
2016-08-10 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,126,6,2,1.0,0,0.268
2016-08-10 14:03:00,BHMEURBRD01,26.14901995,91.7395035,470,135,3,0,1.0,0,0.287
2016-08-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,141,4,0,1.0,0,0.3
2016-08-10 14:57:00,BHMEURBRD01,26.14901995,91.7395035,470,161,3,0,1.0,0,0.343
2016-08-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,158,3,0,1.0,0,0.336
2016-08-10 16:04:00,BHMEURBRD01,26.14901995,91.7395035,470,170,2,0,1.0,0,0.362
2016-08-10 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,180,1,0,1.5,0,0.383
2016-09-10 08:04:00,BHMEURBRD01,26.14901995,91.7395035,470,42,2,0,0.5,1,0.089
2016-09-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,41,1,0,1.0,1,0.087
2016-09-10 09:04:00,BHMEURBRD01,26.14901995,91.7395035,470,41,2,0,1.0,1,0.087
2016-09-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,41,2,0,1.0,1,0.087
2016-09-10 09:57:00,BHMEURBRD01,26.14901995,91.7395035,470,46,2,0,1.5,1,0.098
2016-09-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,64,4,0,1.0,1,0.136
2016-09-10 11:04:00,BHMEURBRD01,26.14901995,91.7395035,470,72,6,0,1.0,1,0.153
2016-09-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,82,5,0,1.0,1,0.174
2016-09-10 11:57:00,BHMEURBRD01,26.14901995,91.7395035,470,80,5,0,1.5,1,0.17
2016-09-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,74,8,2,1.5,1,0.157
2016-09-10 13:04:00,BHMEURBRD01,26.14901995,91.7395035,470,95,8,2,1.0,1,0.202
2016-09-10 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,95,8,2,1.0,1,0.202
2016-09-10 14:03:00,BHMEURBRD01,26.14901995,91.7395035,470,115,5,0,1.0,1,0.245
2016-09-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,120,5,0,1.0,1,0.255
2016-09-10 15:04:00,BHMEURBRD01,26.14901995,91.7395035,470,134,3,0,1.0,1,0.285
2016-09-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,123,3,0,1.0,1,0.262
2016-09-10 16:03:00,BHMEURBRD01,26.14901995,91.7395035,470,135,3,0,1.0,1,0.287
2016-09-10 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,143,3,0,0.5,1,0.304
2016-10-10 08:04:00,BHMEURBRD01,26.14901995,91.7395035,470,115,2,0,1.0,0,0.245
2016-10-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,196,1,0,1.0,0,0.417
2016-10-10 09:04:00,BHMEURBRD01,26.14901995,91.7395035,470,270,3,0,0.5,0,0.574
2016-10-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,318,2,0,1.0,0,0.677
2016-10-10 10:03:00,BHMEURBRD01,26.14901995,91.7395035,470,362,3,0,1.0,0,0.77
2016-10-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,377,6,2,0.5,0,0.802
2016-10-10 10:57:00,BHMEURBRD01,26.14901995,91.7395035,470,380,4,0,1.0,0,0.809
2016-10-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,384,5,0,1.0,0,0.817
2016-10-10 11:57:00,BHMEURBRD01,26.14901995,91.7395035,470,407,7,2,1.0,0,0.866
2016-10-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,414,8,2,1.0,0,0.881
2016-10-10 13:04:00,BHMEURBRD01,26.14901995,91.7395035,470,412,7,2,1.0,0,0.877
2016-10-10 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,406,7,2,1.0,0,0.864
2016-10-10 14:03:00,BHMEURBRD01,26.14901995,91.7395035,470,409,5,2,1.0,0,0.87
2016-10-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,393,4,0,1.0,0,0.836
2016-10-10 14:57:00,BHMEURBRD01,26.14901995,91.7395035,470,378,4,0,1.0,0,0.804
2016-10-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,360,2,0,0.5,0,0.766
2016-10-10 15:57:00,BHMEURBRD01,26.14901995,91.7395035,470,348,2,0,1.0,0,0.74
2016-10-10 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,318,2,0,1.0,0,0.677
2016-11-10 08:04:00,BHMEURBRD01,26.14901995,91.7395035,470,121,2,0,1.0,0,0.257
2016-11-10 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,188,2,0,1.0,0,0.4
2016-11-10 08:57:00,BHMEURBRD01,26.14901995,91.7395035,470,268,2,0,1.0,0,0.57
2016-11-10 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,332,3,0,1.0,0,0.706
2016-11-10 09:57:00,BHMEURBRD01,26.14901995,91.7395035,470,369,2,0,1.0,0,0.785
2016-11-10 10:30:00,BHMEURBRD01,26.14901995,91.7395035,470,406,4,0,0.5,0,0.864
2016-11-10 10:57:00,BHMEURBRD01,26.14901995,91.7395035,470,425,4,0,1.0,0,0.904
2016-11-10 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,443,5,0,1.0,0,0.943
2016-11-10 12:03:00,BHMEURBRD01,26.14901995,91.7395035,470,456,8,2,1.0,0,0.97
2016-11-10 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,463,6,0,1.0,0,0.985
2016-11-10 13:04:00,BHMEURBRD01,26.14901995,91.7395035,470,467,8,2,1.0,0,0.994
2016-11-10 13:31:00,BHMEURBRD01,26.14901995,91.7395035,470,468,7,2,1.5,0,0.996
2016-11-10 14:04:00,BHMEURBRD01,26.14901995,91.7395035,470,453,4,0,0.5,0,0.964
2016-11-10 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,436,4,0,1.0,0,0.928
2016-11-10 15:03:00,BHMEURBRD01,26.14901995,91.7395035,470,426,3,0,1.5,0,0.906
2016-11-10 15:33:00,BHMEURBRD01,26.14901995,91.7395035,470,402,3,0,1.0,0,0.855
2016-11-10 16:01:00,BHMEURBRD01,26.14901995,91.7395035,470,379,2,0,1.0,0,0.806
2016-11-10 16:26:00,BHMEURBRD01,26.14901995,91.7395035,470,351,2,0,1.0,0,0.747
2016-12-10 08:04:00,BHMEURBRD01,26.14901995,91.7395035,470,135,1,0,1.0,0,0.287
2016-12-10 08:31:00,BHMEURBRD01,26.14901995,91.7395035,470,201,2,0,1.0,0,0.428
2016-12-10 09:03:00,BHMEURBRD01,26.14901995,91.7395035,470,289,2,0,1.5,0,0.615
2016-12-10 09:26:00,BHMEURBRD01,26.14901995,91.7395035,470,335,2,0,1.0,0,0.713
2016-12-10 10:01:00,BHMEURBRD01,26.14901995,91.7395035,470,383,3,0,0.5,0,0.815
2016-12-10 10:31:00,BHMEURBRD01,26.14901995,91.7395035,470,432,4,0,1.0,0,0.919
2016-12-10 11:04:00,BHMEURBRD01,26.14901995,91.7395035,470,462,7,2,1.0,0,0.983
2016-12-10 11:31:00,BHMEURBRD01,26.14901995,91.7395035,470,461,5,0,1.0,0,0.981
2016-12-10 12:04:00,BHMEURBRD01,26.14901995,91.7395035,470,469,8,2,1.0,0,0.998
2016-12-10 12:31:00,BHMEURBRD01,26.14901995,91.7395035,470,462,8,2,0.5,0,0.983
2016-12-10 13:04:00,BHMEURBRD01,26.14901995,91.7395035,470,448,7,2,1.0,0,0.953
2016-12-10 13:34:00,BHMEURBRD01,26.14901995,91.7395035,470,435,7,2,1.0,0,0.926
2016-12-10 14:03:00,BHMEURBRD01,26.14901995,91.7395035,470,440,6,2,1.5,0,0.936
2016-12-10 14:34:00,BHMEURBRD01,26.14901995,91.7395035,470,436,4,0,1.0,0,0.928
2016-12-10 15:01:00,BHMEURBRD01,26.14901995,91.7395035,470,428,2,0,0.5,0,0.911
2016-12-10 15:30:00,BHMEURBRD01,26.14901995,91.7395035,470,409,3,0,0.5,0,0.87
2016-12-10 15:57:00,BHMEURBRD01,26.14901995,91.7395035,470,378,3,0,1.0,0,0.804
2016-12-10 16:31:00,BHMEURBRD01,26.14901995,91.7395035,470,338,2,0,1.0,0,0.719
2016-01-11 08:06:00,BHMEURBRD01,26.14901995,91.7395035,470,117,2,0,1.0,0,0.249
2016-01-11 08:26:00,BHMEURBRD01,26.14901995,91.7395035,470,163,2,0,1.5,0,0.347
2016-01-11 09:00:00,BHMEURBRD01,26.14901995,91.7395035,470,279,3,0,1.0,0,0.594
2016-01-11 09:26:00,BHMEURBRD01,26.14901995,91.7395035,470,320,3,0,1.0,0,0.681
2016-01-11 10:00:00,BHMEURBRD01,26.14901995,91.7395035,470,397,3,0,1.0,0,0.845
2016-01-11 10:26:00,BHMEURBRD01,26.14901995,91.7395035,470,419,3,0,1.0,0,0.891
2016-01-11 11:00:00,BHMEURBRD01,26.14901995,91.7395035,470,428,5,0,1.0,0,0.911
2016-01-11 11:26:00,BHMEURBRD01,26.14901995,91.7395035,470,433,5,0,1.0,0,0.921
2016-01-11 12:00:00,BHMEURBRD01,26.14901995,91.7395035,470,447,6,0,1.5,0,0.951
2016-01-11 12:26:00,BHMEURBRD01,26.14901995,91.7395035,470,450,8,2,1.0,0,0.957
2016-01-11 13:00:00,BHMEURBRD01,26.14901995,91.7395035,470,440,8,2,0.5,0,0.936
2016-01-11 13:26:00,BHMEURBRD01,26.14901995,91.7395035,470,434,8,2,1.0,0,0.923
2016-01-11 14:00:00,BHMEURBRD01,26.14901995,91.7395035,470,435,4,0,1.0,0,0.926
2016-01-11 14:26:00,BHMEURBRD01,26.14901995,91.7395035,470,426,4,0,0.5,0,0.906
2016-01-11 15:00:00,BHMEURBRD01,26.14901995,91.7395035,470,417,3,0,1.0,0,0.887
2016-01-11 15:27:00,BHMEURBRD01,26.14901995,91.7395035,470,401,3,0,1.0,0,0.853
2016-01-11 16:00:00,BHMEURBRD01,26.14901995,91.7395035,470,376,2,0,0.5,0,0.8
2016-01-11 16:33:00,BHMEURBRD01,26.14901995,91.7395035,470,347,1,0,0.5,0,0.738
2016-02-11 07:56:00,BHMEURBRD01,26.14901995,91.7395035,470,135,1,0,0.5,0,0.287
2016-02-11 08:30:00,BHMEURBRD01,26.14901995,91.7395035,470,206,2,0,1.0,0,0.438
2016-02-11 08:56:00,BHMEURBRD01,26.14901995,91.7395035,470,278,2,0,1.0,0,0.591
2016-02-11 09:30:00,BHMEURBRD01,26.14901995,91.7395035,470,349,2,0,1.0,0,0.743
2016-02-11 09:56:00,BHMEURBRD01,26.14901995,91.7395035,470,403,3,0,0.5,0,0.857
2016-02-11 10:29:00,BHMEURBRD01,26.14901995,91.7395035,470,435,3,0,0.5,0,0.926
2016-02-11 10:56:00,BHMEURBRD01,26.14901995,91.7395035,470,451,4,0,1.5,0,0.96
2016-02-11 11:30:00,BHMEURBRD01,26.14901995,91.7395035,470,456,5,0,1.0,0,0.97
2016-02-11 11:56:00,BHMEURBRD01,26.14901995,91.7395035,470,458,6,0,1.0,0,0.974
2016-02-11 12:30:00,BHMEURBRD01,26.14901995,91.7395035,470,452,9,2,1.0,0,0.962
2016-02-11 13:03:00,BHMEURBRD01,26.14901995,91.7395035,470,444,7,2,1.0,0,0.945
2016-02-11 13:30:00,BHMEURBRD01,26.14901995,91.7395035,470,428,7,2,1.0,0,0.911
2016-02-11 14:03:00,BHMEURBRD01,26.14901995,91.7395035,470,417,6,2,1.5,0,0.887
2016-02-11 14:30:00,BHMEURBRD01,26.14901995,91.7395035,470,426,6,2,1.5,0,0.906
2016-02-11 14:56:00,BHMEURBRD01,26.14901995,91.7395035,470,423,4,0,1.0,0,0.9
2016-02-11 15:29:00,BHMEURBRD01,26.14901995,91.7395035,470,417,3,0,1.0,0,0.887
2016-02-11 16:03:00,BHMEURBRD01,26.14901995,91.7395035,470,398,1,0,1.0,0,0.847
2016-02-11 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,367,2,0,1.0,0,0.781
2016-03-11 08:00:00,BHMEURBRD01,26.14901995,91.7395035,470,142,2,0,1.0,0,0.302
2016-03-11 08:00:00,BHMEURBRD01,26.14901995,91.7395035,470,142,1,0,1.0,0,0.302
2016-03-11 08:26:00,BHMEURBRD01,26.14901995,91.7395035,470,198,2,0,1.0,0,0.421
2016-03-11 09:00:00,BHMEURBRD01,26.14901995,91.7395035,470,298,3,0,0.5,0,0.634
2016-03-11 09:26:00,BHMEURBRD01,26.14901995,91.7395035,470,338,2,0,1.0,0,0.719
2016-03-11 10:00:00,BHMEURBRD01,26.14901995,91.7395035,470,384,4,0,1.0,0,0.817
2016-03-11 10:26:00,BHMEURBRD01,26.14901995,91.7395035,470,409,3,0,1.0,0,0.87
2016-03-11 11:00:00,BHMEURBRD01,26.14901995,91.7395035,470,419,5,0,0.5,0,0.891
2016-03-11 11:26:00,BHMEURBRD01,26.14901995,91.7395035,470,427,5,0,0.5,0,0.909
2016-03-11 12:00:00,BHMEURBRD01,26.14901995,91.7395035,470,449,8,2,1.5,0,0.955
2016-03-11 12:26:00,BHMEURBRD01,26.14901995,91.7395035,470,453,8,2,0.5,0,0.964
2016-03-11 12:59:00,BHMEURBRD01,26.14901995,91.7395035,470,460,8,2,0.5,0,0.979
2016-03-11 13:26:00,BHMEURBRD01,26.14901995,91.7395035,470,455,8,2,1.0,0,0.968
2016-03-11 13:59:00,BHMEURBRD01,26.14901995,91.7395035,470,459,5,0,0.5,0,0.977
2016-03-11 14:26:00,BHMEURBRD01,26.14901995,91.7395035,470,455,4,0,0.5,0,0.968
2016-03-11 15:00:00,BHMEURBRD01,26.14901995,91.7395035,470,443,3,0,1.0,0,0.943
2016-03-11 15:33:00,BHMEURBRD01,26.14901995,91.7395035,470,407,3,0,1.0,0,0.866
2016-03-11 16:30:00,BHMEURBRD01,26.14901995,91.7395035,470,358,2,0,0.5,0,0.762
2016-04-11 08:00:00,BHMEURBRD01,26.14901995,91.7395035,470,182,1,0,0.5,0,0.387
2016-04-11 08:26:00,BHMEURBRD01,26.14901995,91.7395035,470,249,2,0,1.0,0,0.53
2016-04-11 08:59:00,BHMEURBRD01,26.14901995,91.7395035,470,347,2,0,1.0,0,0.738
2016-04-11 09:33:00,BHMEURBRD01,26.14901995,91.7395035,470,387,2,0,1.0,0,0.823
2016-04-11 10:00:00,BHMEURBRD01,26.14901995,91.7395035,470,414,3,0,1.0,0,0.881
2016-04-11 10:26:00,BHMEURBRD01,26.14901995,91.7395035,470,418,3,0,1.0,0,0.889
2016-04-11 11:00:00,BHMEURBRD01,26.14901995,91.7395035,470,436,4,0,1.0,0,0.928
2016-04-11 11:33:00,BHMEURBRD01,26.14901995,91.7395035,470,440,5,0,1.5,0,0.936
2016-04-11 12:00:00,BHMEURBRD01,26.14901995,91.7395035,470,455,5,0,1.0,0,0.968
2016-04-11 12:33:00,BHMEURBRD01,26.14901995,91.7395035,470,459,8,2,1.0,0,0.977
2016-04-11 13:00:00,BHMEURBRD01,26.14901995,91.7395035,470,462,7,2,1.0,0,0.983
2016-04-11 13:26:00,BHMEURBRD01,26.14901995,91.7395035,470,460,7,2,1.0,0,0.979
2016-04-11 13:59:00,BHMEURBRD01,26.14901995,91.7395035,470,448,6,0,1.0,0,0.953
2016-04-11 14:26:00,BHMEURBRD01,26.14901995,91.7395035,470,435,4,0,1.0,0,0.926
2016-04-11 15:00:00,BHMEURBRD01,26.14901995,91.7395035,470,436,3,0,1.0,0,0.928
2016-04-11 15:26:00,BHMEURBRD01,26.14901995,91.7395035,470,418,3,0,1.0,0,0.889
2016-04-11 16:00:00,BHMEURBRD01,26.14901995,91.7395035,470,392,2,0,1.0,0,0.834
2016-04-11 16:26:00,BHMEURBRD01,26.14901995,91.7395035,470,369,2,0,1.0,0,0.785
2016-05-11 08:00:00,BHMEURBRD01,26.14901995,91.7395035,470,96,2,0,1.0,0,0.204
2016-05-11 08:26:00,BHMEURBRD01,26.14901995,91.7395035,470,96,1,0,1.0,0,0.204
2016-05-11 08:59:00,BHMEURBRD01,26.14901995,91.7395035,470,106,1,0,1.0,0,0.226
2016-05-11 09:26:00,BHMEURBRD01,26.14901995,91.7395035,470,111,2,0,0.5,0,0.236
2016-05-11 09:59:00,BHMEURBRD01,26.14901995,91.7395035,470,122,2,0,1.0,0,0.26
2016-05-11 10:33:00,BHMEURBRD01,26.14901995,91.7395035,470,143,5,2,1.0,0,0.304
2016-05-11 10:59:00,BHMEURBRD01,26.14901995,91.7395035,470,152,3,0,1.0,0,0.323
2016-05-11 11:26:00,BHMEURBRD01,26.14901995,91.7395035,470,155,4,0,0.5,0,0.33
2016-05-11 12:06:00,BHMEURBRD01,26.14901995,91.7395035,470,180,6,2,1.0,0,0.383
2016-05-11 12:26:00,BHMEURBRD01,26.14901995,91.7395035,470,181,7,2,1.0,0,0.385
2016-05-11 13:00:00,BHMEURBRD01,26.14901995,91.7395035,470,184,4,0,1.0,0,0.391
2016-05-11 13:33:00,BHMEURBRD01,26.14901995,91.7395035,470,202,6,2,1.5,0,0.43
2016-05-11 13:59:00,BHMEURBRD01,26.14901995,91.7395035,470,212,4,0,1.0,0,0.451
2016-05-11 14:26:00,BHMEURBRD01,26.14901995,91.7395035,470,202,3,0,1.0,0,0.43
2016-05-11 15:00:00,BHMEURBRD01,26.14901995,91.7395035,470,230,3,0,1.0,0,0.489
2016-05-11 15:26:00,BHMEURBRD01,26.14901995,91.7395035,470,246,2,0,1.0,0,0.523
2016-05-11 16:00:00,BHMEURBRD01,26.14901995,91.7395035,470,221,3,0,0.5,0,0.47
2016-05-11 16:26:00,BHMEURBRD01,26.14901995,91.7395035,470,233,2,0,0.5,0,0.496
